league,season,date,home_team,away_team,FTHG,FTAG,FTR,home_xg,away_xg,home_elo,away_elo,elo_diff,home_form_l5,home_form_l10,home_finishing_efficiency_l5,home_finishing_efficiency_l10,home_attacking_xg_l5,home_attacking_xg_l10,home_defensive_xg_l5,home_defensive_xg_l10,home_rest_days,away_form_l5,away_form_l10,away_finishing_efficiency_l5,away_finishing_efficiency_l10,away_attacking_xg_l5,away_attacking_xg_l10,away_defensive_xg_l5,away_defensive_xg_l10,away_rest_days,form_diff_l5,form_diff_l10,attack_vs_defense_l5,defense_vs_attack_l5
GER-Bundesliga,2526,2026-04-04,Union Berlin,St Pauli,,,,,,1622.77209473,1555.26184082,67.51025390999985,1.0,2.0,-0.27118,-0.595323,1.27118,1.3453229999999998,0.296813,1.56857325,14.0,3.0,5.0,0.3378300000000001,-0.5479802500000002,1.66217,1.5479802499999997,0.912627,1.355676,13.0,-2.0,-3.0,0.358553,-1.365357
GER-Bundesliga,2526,2026-04-04,M'gladbach,Heidenheim,,,,,,1622.73962402,1515.38146973,107.35815429000012,1.0,3.0,0.216522,-0.45977999999999997,0.783478,0.9597799999999999,0.741257,1.4303197500000002,14.0,0.0,1.0,-1.04614,-0.7670524999999999,1.04614,1.5170525000000001,1.55106,2.2108275,14.0,1.0,2.0,-0.7675820000000001,-0.304883
GER-Bundesliga,2526,2026-04-04,Stuttgart,Dortmund,,,,,,1747.33569336,1838.93371582,-91.59802246000004,0.0,10.0,0.08737300000000003,-0.6667774000000002,0.912627,2.4667774000000002,1.66217,1.320885,13.0,3.0,12.0,0.29399,0.08361500000000019,1.70601,2.666385,2.02751,1.6482737499999998,14.0,-3.0,-2.0,-1.1148829999999998,-0.0438400000000001
GER-Bundesliga,2526,2026-04-04,Werder Bremen,RB Leipzig,,,,,,1620.79553223,1741.92382812,-121.12829589000012,0.0,1.0,-1.12332,-0.8038445000000001,1.12332,1.0538444999999999,0.36452,1.1763067499999997,14.0,3.0,7.0,-1.0577,-0.8315459999999998,3.0577,2.431546,1.12167,2.1340036000000002,15.0,-3.0,-6.0,0.0016500000000001513,-2.69318
GER-Bundesliga,2526,2026-04-04,Freiburg,Bayern Munich,,,,,,1699.19946289,1976.04528809,-276.84582520000004,3.0,7.0,0.63548,-0.12134780000000026,0.36452,1.1213478,1.12332,1.9112166000000002,13.0,3.0,7.0,-1.3782699999999997,-0.6568424999999998,6.37827,3.9068424999999993,2.66829,2.356985,14.0,0.0,0.0,-2.3037699999999997,-5.254949999999999
GER-Bundesliga,2526,2026-04-04,Ein Frankfurt,FC Koln,,,,,,1666.65637207,1574.85571289,91.80065918000014,1.0,2.0,0.703187,0.6901702000000001,0.296813,0.9098298,1.27118,2.01491,13.0,0.0,6.0,-0.12166999999999994,-0.41530500000000004,1.12167,1.6653050000000003,3.0577,2.220505,14.0,1.0,-4.0,-2.7608870000000003,0.14951000000000003
GER-Bundesliga,2526,2026-04-04,Leverkusen,Wolfsburg,,,,,,1811.3359375,1604.05615234,207.27978516000007,1.0,7.0,0.25874299999999995,0.0710776666666666,0.741257,1.5955889999999997,0.783478,0.925318,1.0,0.0,4.0,-1.02751,-0.46480999999999995,2.02751,1.46481,1.70601,1.9372944,14.0,1.0,3.0,-0.964753,-1.2440319999999998
ITA-Serie A,2526,2026-04-04,Cremonese,Bologna,,,,,,1557.72375488,1688.95678711,-131.23303223000016,0.0,1.0,0.08519399999999999,-0.5671953999999999,0.914806,0.7671954000000001,3.12119,2.0802768000000005,13.0,0.0,3.0,-1.64658,0.257243,1.64658,0.942757,0.193041,1.5182635999999998,13.0,0.0,-2.0,0.721765,1.47461
ITA-Serie A,2526,2026-04-04,Inter,Roma,,,,,,1935.36364746,1803.15795898,132.20568847999994,3.0,15.0,2.24888,-0.05388600000000006,2.75112,3.0538860000000003,0.721597,0.4569924,13.0,3.0,10.0,-0.2042600000000001,-0.5989063999999997,2.20426,1.9989063999999999,0.613133,0.6183810000000001,13.0,0.0,5.0,2.137987,-1.482663
ITA-Serie A,2526,2026-04-04,Juventus,Genoa,,,,,,1822.34020996,1626.42260742,195.91760254,1.0,10.0,-0.8560699999999999,0.39482820000000035,2.85607,2.4051718000000006,0.808824,0.6236929999999999,13.0,0.0,7.0,0.6753800000000001,0.7598506000000003,1.32462,1.2401494,1.89784,1.2053847999999998,13.0,1.0,3.0,0.9582299999999999,-0.5157959999999999
ITA-Serie A,2526,2026-04-04,Lazio,Parma,,,,,,1721.56140137,1600.06640625,121.49499512000013,1.0,8.0,1.191176,0.2595884,0.808824,0.9404116000000002,2.85607,1.6317982,13.0,3.0,5.0,0.806959,-0.270165,0.193041,0.6701650000000001,1.64658,2.511246,13.0,-2.0,3.0,-0.837756,2.663029
ITA-Serie A,2526,2026-04-04,Lecce,Atalanta,,,,,,1557.09606934,1790.18823242,-233.0921630800001,3.0,4.0,-0.18624000000000018,-0.3812314,2.18624,0.7812314,0.895031,1.8371764,13.0,3.0,11.0,-1.12119,-0.8499468,3.12119,2.6499468,0.914806,2.2663596000000004,13.0,0.0,-7.0,1.2714340000000002,-2.226159
ITA-Serie A,2526,2026-04-04,Napoli,Milan,,,,,,1802.6505127,1833.3190918,-30.668579099999988,3.0,10.0,1.10216,-0.1235402000000001,1.89784,1.3235402,1.32462,1.2074269999999998,13.0,3.0,10.0,-0.35768999999999984,-0.12699300000000002,3.35769,2.1269929999999997,0.440526,1.1568289999999999,13.0,0.0,0.0,1.457314,-2.03307
ITA-Serie A,2526,2026-04-04,Pisa,Torino,,,,,,1519.54919434,1630.54516602,-110.99597167999993,1.0,3.0,-1.26143,0.0895572,1.26143,1.1104428,0.0783843,2.49583086,13.0,1.0,4.0,0.9865999999999999,-0.4327498,1.0134,1.0327498000000002,1.27203,1.8944687999999998,13.0,0.0,-1.0,-0.010599999999999943,-0.9350157000000001
ITA-Serie A,2526,2026-04-04,Sassuolo,Cagliari,,,,,,1616.17126465,1616.90344238,-0.7321777299998757,0.0,6.0,-0.721597,-0.4571328000000001,0.721597,1.2571328,2.75112,1.5867805999999998,13.0,0.0,9.0,-0.613133,0.3887438,0.613133,1.0112562,2.20426,1.3609744,13.0,0.0,-3.0,-1.482663,2.137987
ITA-Serie A,2526,2026-04-04,Udinese,Como,,,,,,1623.22949219,1736.55407715,-113.32458496000004,0.0,7.0,0.10496899999999998,0.2429708,0.895031,1.1570292000000002,2.18624,1.4060471999999997,13.0,1.0,7.0,-5.96884,-0.8189175,5.96884,3.3189174999999995,0.785014,0.7425787499999998,13.0,-1.0,0.0,0.11001700000000003,-3.7826
ITA-Serie A,2526,2026-04-04,Verona,Fiorentina,,,,,,1533.97607422,1645.61462402,-111.63854979999996,1.0,2.0,-0.0783843,-0.0405130600000001,0.0783843,0.6405130599999999,1.26143,1.2644098,13.0,1.0,5.0,0.72797,-0.4402980000000003,1.27203,1.840298,1.0134,1.6170340000000003,13.0,0.0,-3.0,-0.9350157000000001,-0.010599999999999943
ENG-Premier League,2526,2026-04-18,Aston Villa,Sunderland,,,,,,1933.72741699,1702.13769531,231.5897216799999,3.0,7.0,0.42386199999999996,-0.17430599999999988,0.576138,1.174306,0.481306,1.1443805,15.0,0.0,3.0,-0.693794,0.0696607500000001,0.693794,0.9303392499999998,3.08172,1.6472127500000004,27.0,3.0,4.0,-2.5055819999999995,-0.212488
ENG-Premier League,2526,2026-04-18,Brentford,Fulham,,,,,,1857.94604492,1802.05895996,55.88708496000004,1.0,7.0,-0.8115399999999999,-0.19520150000000003,1.81154,1.4452015000000002,0.78418,1.9121050000000004,28.0,0.0,3.0,-1.05283,-0.27305919999999995,1.05283,1.2730591999999998,1.67722,1.904824,15.0,1.0,4.0,0.13432,-0.26864999999999994
ENG-Premier League,2526,2026-04-18,Chelsea,Man United,,,,,,1925.30371094,1878.12097168,47.18273926000006,1.0,13.0,-1.21176,-0.26933399999999985,3.21176,2.8693339999999994,1.28948,1.6044379999999996,15.0,1.0,13.0,0.26423300000000005,0.5082342000000002,0.735767,1.6917658,1.30746,1.0863938000000002,15.0,0.0,0.0,1.9042999999999999,0.553713
ENG-Premier League,2526,2026-04-18,Crystal Palace,West Ham,,,,,,1793.43347168,1746.12316895,47.31030272999988,3.0,5.0,-0.028001999999999305,-0.5997790000000002,1.5280020000000003,1.5997790000000005,0.7145354999999993,1.5701091666666667,28.0,1.0,7.0,-0.30746000000000007,0.41440999999999956,1.30746,1.5855900000000003,0.735767,1.4893437499999997,15.0,2.0,-2.0,0.7922350000000004,-0.5929245000000007
ENG-Premier League,2526,2026-04-18,Everton,Liverpool,,,,,,1822.35644531,1952.64709473,-130.2906494199999,0.0,5.0,-1.33114,-0.3475240000000003,2.33114,1.597524,1.4121,1.6795525000000002,28.0,3.0,6.0,-2.08172,-0.09632625000000028,3.08172,2.09632625,0.693794,1.67690325,28.0,-3.0,-1.0,1.637346,-1.6696199999999999
ENG-Premier League,2526,2026-04-18,Leeds,Wolves,,,,,,1785.33105469,1673.60400391,111.7270507799999,1.0,5.0,0.71052,-0.131645,1.28948,1.6316450000000002,3.21176,2.3266865,28.0,1.0,1.0,-0.406959,-0.7917230000000001,0.406959,1.0417230000000002,3.69094,2.52757,33.0,0.0,4.0,-2.40146,2.804801
ENG-Premier League,2526,2026-04-18,Man City,Arsenal,,,,,,1979.5435791,2060.09692383,-80.55334472999994,3.0,10.0,1.32278,0.45162,1.67722,1.7983799999999999,1.05283,1.08985325,15.0,1.0,8.0,0.21582,0.03803999999999981,0.78418,1.96196,1.81154,0.6753715999999998,15.0,2.0,2.0,-0.13432,0.26864999999999994
ENG-Premier League,2526,2026-04-18,Newcastle,Bournemouth,,,,,,1874.52978516,1844.31835938,30.211425780000127,3.0,3.0,-0.46991000000000005,-0.7576422500000003,2.46991,2.0076422499999995,1.68925,1.9401575000000002,15.0,3.0,10.0,0.5879000000000001,-0.03611499999999973,1.4121,2.0361149999999997,2.33114,1.5046252500000001,29.0,0.0,-7.0,0.13877000000000006,0.27715
ENG-Premier League,2526,2026-04-18,Nott'm Forest,Burnley,,,,,,1780.41491699,1697.41235352,83.00256347000004,1.0,6.0,-3.69094,-0.8094110000000001,3.69094,1.6094110000000001,0.406959,2.0608218000000003,15.0,3.0,4.0,2.308727,0.19676899999999983,0.691273,1.053231,2.1276,1.9318325000000005,28.0,-2.0,2.0,1.5633399999999997,-0.284314
ENG-Premier League,2526,2026-04-18,Tottenham,Brighton,,,,,,1811.74987793,1825.00793457,-13.258056640000175,0.0,2.0,-0.6413269999999998,-0.27499733333333326,1.141327,1.6083306666666666,2.3178350000000005,2.029733333333333,27.0,0.0,2.0,-0.481306,-0.5179302,0.481306,1.1179301999999998,0.576138,1.1231204,15.0,0.0,0.0,0.5651889999999999,1.8365290000000005
FRA-Ligue 1,2526,2026-04-18,Angers,Le Havre,,,,,,1570.98925781,1566.65551758,4.333740230000103,3.0,7.0,-0.17089,-0.28679466666666625,1.17089,0.9534613333333332,0.691991,0.6163196666666669,14.0,3.0,4.0,1.143179,0.1881696666666669,0.856821,0.4784969999999998,0.51294,0.8930213333333333,14.0,0.0,3.0,0.65795,-0.16483000000000003
FRA-Ligue 1,2526,2026-04-18,Lens,Toulouse,,,,,,1756.93359375,1652.88696289,104.04663086000004,3.0,6.0,-0.6036699999999999,-0.30327500000000085,1.60367,1.303274999999999,0.407119,0.7397544999999998,14.0,0.0,4.0,-0.691991,-0.06027133333333401,0.691991,0.7269379999999998,1.17089,1.0101756666666664,14.0,3.0,2.0,0.43277999999999994,-0.284872
FRA-Ligue 1,2526,2026-04-18,Lille,Nice,,,,,,1700.66760254,1590.06481934,110.60278319999998,1.0,1.0,-0.390671,-0.6038303333333327,0.390671,0.9371636666666664,0.616999,1.8249863333333336,14.0,1.0,5.0,-0.455943,0.57820425,0.455943,1.17179575,0.827302,1.6054130000000002,14.0,0.0,-4.0,-0.436631,0.16105599999999998
FRA-Ligue 1,2526,2026-04-18,Lorient,Marseille,,,,,,1616.08728027,1738.30224609,-122.21496581999986,0.0,9.0,1.222973,1.3159909999999997,0.777027,1.0173423333333331,1.20179,1.4658033333333333,14.0,0.0,7.0,-0.90611,0.3497850000000001,0.90611,2.150215,4.63077,2.12287,14.0,0.0,2.0,-3.853743,0.29567999999999994
FRA-Ligue 1,2526,2026-04-18,Metz,Paris FC,,,,,,1521.32727051,1541.73071289,-20.403442379999888,1.0,1.0,-0.397871,0.14485133333333358,0.397871,0.8551486666666667,1.34676,1.9023233333333327,14.0,1.0,6.0,-0.758207,-0.019181250000000025,0.758207,1.0191812500000001,1.27393,1.18488575,14.0,0.0,-5.0,-0.876059,0.588553
FRA-Ligue 1,2526,2026-04-18,Monaco,Auxerre,,,,,,1681.03063965,1559.32299805,121.7076416,1.0,5.0,-0.827302,0.10835466666666611,0.827302,1.2249786666666664,0.455943,0.3518206666666668,14.0,1.0,2.0,-1.27393,-0.7228287499999999,1.27393,0.7228287500000001,0.758207,1.5941055,14.0,0.0,3.0,0.06909500000000002,-0.817987
FRA-Ligue 1,2526,2026-04-18,Nantes,Brest,,,,,,1519.63806152,1642.77844238,-123.14038085999982,0.0,0.0,-0.20178999999999991,-0.19976633333333357,1.20179,1.1997663333333335,0.777027,1.0423893333333332,14.0,3.0,4.0,0.16494999999999993,-0.3288346666666663,1.83505,1.328834666666667,1.2009,1.5046959999999998,14.0,-3.0,-4.0,0.0008899999999998354,-1.058023
FRA-Ligue 1,2526,2026-04-18,Paris SG,Lyon,,,,,,1957.35595703,1768.59082031,188.76513671999987,3.0,9.0,0.36922999999999995,0.0029666666666662658,4.17604,3.041785,1.80204,1.25807675,14.0,3.0,12.0,0.38300100000000004,0.47095366666666577,0.616999,2.195713,0.390671,0.9123869999999998,14.0,0.0,-3.0,3.785369,1.185041
FRA-Ligue 1,2526,2026-04-18,Strasbourg,Rennes,,,,,,1693.69299316,1653.82189941,39.87109375,0.0,3.0,0.48706000000000005,-0.01640666666666653,0.51294,2.0164066666666662,0.856821,1.2541936666666667,14.0,0.0,0.0,-0.427968,-1.1551890000000005,1.80204,1.370806,4.17604,2.521603333333333,14.0,0.0,3.0,-3.6631000000000005,-0.945219
GER-Bundesliga,2526,2026-04-18,Hoffenheim,Dortmund,,,,,,1721.77478027,1838.93371582,-117.15893555000002,0.0,6.0,-1.6682899999999998,0.41910766666666704,2.66829,1.5808923333333338,6.37827,3.0126466666666665,14.0,3.0,9.0,0.29399,-0.039279999999999794,1.70601,2.705946666666667,2.02751,2.020160666666666,14.0,-3.0,-3.0,0.6407799999999999,4.67226
GER-Bundesliga,2526,2026-04-18,St Pauli,FC Koln,,,,,,1555.26184082,1574.85571289,-19.59387206999986,3.0,4.0,0.3378300000000001,-0.6266433333333336,1.66217,1.9599766666666663,0.912627,1.6965023333333333,14.0,0.0,3.0,-0.12166999999999994,-0.41615,1.12167,1.41615,3.0577,2.3237633333333334,14.0,3.0,1.0,-1.3955300000000002,-0.20904299999999998
GER-Bundesliga,2526,2026-04-18,Union Berlin,Wolfsburg,,,,,,1622.77209473,1604.05615234,18.71594239000001,1.0,1.0,-0.27118,-0.4978873333333335,1.27118,1.1645539999999999,0.296813,1.3588310000000003,14.0,0.0,1.0,-1.02751,-0.6359325,2.02751,1.3859325,1.70601,2.1186905,14.0,1.0,0.0,-0.43483000000000005,-1.730697
GER-Bundesliga,2526,2026-04-18,M'gladbach,Mainz,,,,,,1622.73962402,1662.87451172,-40.13488770000004,1.0,2.0,0.216522,-0.420866,0.783478,1.0875326666666665,0.741257,1.4864096666666669,14.0,3.0,9.0,-1.00656,-0.9751099999999996,3.00656,3.308443333333333,1.35939,1.5156633333333336,14.0,-2.0,-7.0,-0.5759120000000001,-2.265303
GER-Bundesliga,2526,2026-04-18,Werder Bremen,Hamburg,,,,,,1620.79553223,1583.98303223,36.8125,0.0,1.0,-1.12332,-0.8471306666666667,1.12332,1.180464,0.36452,0.7297456666666665,14.0,3.0,5.0,0.4489399999999999,-0.1764089999999999,1.55106,1.5097423333333329,1.04614,1.2157469999999997,14.0,-3.0,-4.0,0.07718000000000003,-1.1865400000000002
GER-Bundesliga,2526,2026-04-18,Freiburg,Heidenheim,,,,,,1699.19946289,1515.38146973,183.81799316,3.0,7.0,0.63548,-0.11476425000000032,0.36452,1.36476425,1.12332,1.6882982500000003,14.0,0.0,0.0,-1.04614,-1.0256793333333332,1.04614,1.692346,1.55106,2.5889266666666666,14.0,3.0,7.0,-1.1865400000000002,0.07718000000000003
GER-Bundesliga,2526,2026-04-18,Ein Frankfurt,RB Leipzig,,,,,,1666.65637207,1741.92382812,-75.26745604999996,1.0,2.0,0.703187,0.58682975,0.296813,0.91317025,1.27118,1.632485,14.0,3.0,7.0,-1.0577,-0.5721399999999998,3.0577,2.3221399999999996,1.12167,1.5044395000000002,14.0,-2.0,-5.0,-0.824857,-1.78652
GER-Bundesliga,2526,2026-04-18,Leverkusen,Augsburg,,,,,,1811.3359375,1605.57751465,205.75842285,1.0,4.0,0.25874299999999995,0.8646114999999999,0.741257,1.1353884999999997,0.783478,1.0509840000000001,14.0,0.0,6.0,-1.35939,-0.2406300000000001,1.35939,1.5739633333333334,3.00656,2.733466666666667,14.0,1.0,-2.0,-2.265303,-0.5759120000000001
GER-Bundesliga,2526,2026-04-18,Bayern Munich,Stuttgart,,,,,,1976.04528809,1747.33569336,228.70959472999996,3.0,4.0,-1.3782699999999997,-0.991703333333333,6.37827,3.6583699999999992,2.66829,2.1862566666666665,14.0,0.0,7.0,0.08737300000000003,-0.6973192500000002,0.912627,2.1973192500000005,1.66217,1.42698925,14.0,3.0,-3.0,4.7161,1.7556629999999998
ESP-La Liga,2526,2026-04-19,Alaves,Mallorca,,,,,,1600.39074707,1621.03234863,-20.6416015599998,0.0,6.0,-3.01162,-0.6119464000000001,3.01162,1.6119464000000001,1.7859,1.5862000000000003,28.0,0.0,6.0,-1.01087,-0.11879460000000008,1.01087,1.7187946000000003,2.48168,1.8966679999999996,28.0,0.0,0.0,0.5299400000000003,0.7750300000000001
ESP-La Liga,2526,2026-04-19,Betis,Real Madrid,,,,,,1747.15856934,1912.31481934,-165.15625,3.0,10.0,0.16016200000000003,-0.03619950000000022,0.839838,1.5361995,0.625525,1.3405887500000002,28.0,3.0,15.0,0.95424,0.49482999999999977,1.04576,2.1051699999999998,0.571838,0.8712285999999999,28.0,0.0,-5.0,0.268,-0.420235
ESP-La Liga,2526,2026-04-19,Espanol,Levante,,,,,,1624.94543457,1583.8302002,41.11523437000005,0.0,1.0,0.25525299999999995,-0.3123434000000001,0.744747,1.3123434,1.53925,1.727476,28.0,0.0,4.0,1.3846889999999998,-0.014612999999999987,0.615311,1.264613,2.77377,1.6426684999999992,28.0,0.0,-3.0,-2.0290229999999996,0.923939
ESP-La Liga,2526,2026-04-19,Osasuna,Sevilla,,,,,,1668.7401123,1595.36975098,73.37036132000003,3.0,10.0,0.9974700000000001,0.3168625000000002,1.00253,1.4331375,2.0351,1.149954,28.0,1.0,5.0,0.04175300000000004,-0.07811960000000014,0.958247,1.2781196000000001,2.60199,2.223016,28.0,2.0,5.0,-1.5994599999999999,1.0768529999999998
ESP-La Liga,2526,2026-04-19,Vallecano,Sociedad,,,,,,1605.65222168,1674.51550293,-68.86328125,0.0,3.0,-0.06935000000000002,-0.27732100000000004,1.06935,1.2773210000000004,2.30208,1.657715,28.0,3.0,13.0,1.2281,0.5341199999999998,1.7719,1.66588,1.08664,1.5544044000000004,28.0,-3.0,-10.0,-0.017290000000000028,0.5301800000000001
ESP-La Liga,2526,2026-04-19,Ath Madrid,Ath Bilbao,,,,,,1830.80102539,1690.70043945,140.10058593999997,0.0,8.0,-0.625525,-0.16267360000000003,0.625525,1.1626736,0.839838,0.9070702,28.0,3.0,4.0,1.2262300000000002,0.03436650000000058,2.77377,1.9656335000000003,0.615311,1.68649025,28.0,-3.0,4.0,0.010213999999999945,-1.933932
ESP-La Liga,2526,2026-04-19,Getafe,Barcelona,,,,,,1605.24279785,1938.57006836,-333.32727051000006,3.0,5.0,0.21409999999999996,-0.04388499999999997,1.7859,0.8438849999999999,3.01162,1.2578154000000001,28.0,3.0,12.0,0.5183200000000001,-1.86375,2.48168,4.1137500000000005,1.01087,1.3013075,28.0,0.0,-7.0,0.7750300000000001,0.5299400000000003
ESP-La Liga,2526,2026-04-19,Villarreal,Celta,,,,,,1735.04406738,1687.43505859,47.60900878999996,3.0,4.0,2.46075,0.3544302499999998,1.53925,1.14556975,0.744747,1.46274675,28.0,0.0,7.0,-1.0351,-0.3804322000000003,2.0351,1.5804322,1.00253,1.0478394000000002,28.0,3.0,-3.0,0.5367200000000001,-1.2903529999999999
ESP-La Liga,2526,2026-04-19,Oviedo,Elche,,,,,,1542.49707031,1581.19250488,-38.69543456999986,3.0,5.0,,,,,,,28.0,0.0,2.0,-0.08664000000000005,0.5432451999999998,1.08664,0.8567547999999998,1.7719,3.332902,28.0,3.0,3.0,,
ESP-La Liga,2526,2026-04-19,Valencia,Girona,,,,,,1630.55126953,1608.30773926,22.24353026999984,0.0,7.0,-0.571838,-0.40329279999999984,0.571838,1.6032927999999997,1.04576,1.1606007999999999,28.0,1.0,8.0,-1.6019899999999998,-0.3563734999999996,2.60199,1.6063735,0.958247,1.1403167500000002,28.0,-1.0,-1.0,-0.386409,-1.5562299999999998
ITA-Serie A,2526,2026-04-19,Inter,Cagliari,,,,,,1935.36364746,1616.90344238,318.4602050800001,3.0,12.0,2.24888,0.16183249999999993,2.75112,3.3381675000000004,0.721597,0.4540332500000001,15.0,0.0,9.0,-0.613133,0.7376222499999999,0.613133,1.0123777500000002,2.20426,1.3858305,15.0,3.0,3.0,0.5468599999999997,0.108464
ITA-Serie A,2526,2026-04-19,Juventus,Bologna,,,,,,1822.34020996,1688.95678711,133.38342285,1.0,7.0,-0.8560699999999999,0.05126025000000045,2.85607,2.1987397500000005,0.808824,0.50126625,15.0,0.0,0.0,-1.64658,-0.2557595,1.64658,1.0057595,0.193041,1.4758044999999997,15.0,1.0,7.0,2.663029,-0.837756
ITA-Serie A,2526,2026-04-19,Lecce,Fiorentina,,,,,,1557.09606934,1645.61462402,-88.51855468000008,3.0,4.0,-0.18624000000000018,-0.359332,2.18624,0.859332,0.895031,1.8172804999999996,15.0,1.0,4.0,0.72797,-0.20531000000000038,1.27203,1.7053099999999999,1.0134,1.5081350000000002,15.0,2.0,0.0,1.17284,-0.376999
ITA-Serie A,2526,2026-04-19,Napoli,Lazio,,,,,,1802.6505127,1721.56140137,81.08911132999992,3.0,9.0,1.10216,0.16975224999999988,1.89784,1.33024775,1.32462,1.4517375,15.0,1.0,5.0,1.191176,0.23560299999999998,0.808824,1.0143970000000002,2.85607,1.893526,15.0,2.0,4.0,-0.9582299999999999,0.5157959999999999
ITA-Serie A,2526,2026-04-19,Pisa,Genoa,,,,,,1519.54919434,1626.42260742,-106.87341308000008,1.0,2.0,-1.26143,-0.031376000000000015,1.26143,1.031376,0.0783843,2.574743575,15.0,0.0,4.0,0.6753800000000001,0.5152007500000002,1.32462,1.2347992499999998,1.89784,1.2550385,15.0,1.0,-2.0,-0.6364099999999999,-1.2462357
ITA-Serie A,2526,2026-04-19,Roma,Atalanta,,,,,,1803.15795898,1790.18823242,12.969726560000026,3.0,7.0,-0.2042600000000001,-0.5090254999999997,2.20426,1.7590255,0.613133,0.5583420000000002,15.0,3.0,8.0,-1.12119,-0.9246684999999999,3.12119,2.6746685,0.914806,2.5964815000000003,15.0,0.0,-1.0,1.289454,-2.508057
ITA-Serie A,2526,2026-04-19,Sassuolo,Como,,,,,,1616.17126465,1736.55407715,-120.3828125,0.0,6.0,-0.721597,-0.3567817500000001,0.721597,1.35678175,2.75112,1.2438682499999998,15.0,1.0,7.0,-5.96884,-0.80207,5.96884,3.802069999999999,0.785014,0.5259049999999997,15.0,-1.0,-1.0,-0.06341699999999995,-3.2177200000000004
ITA-Serie A,2526,2026-04-19,Udinese,Parma,,,,,,1623.22949219,1600.06640625,23.163085939999974,0.0,6.0,0.10496899999999998,0.34875849999999997,0.895031,0.9012415000000001,2.18624,1.4008814999999997,15.0,3.0,4.0,0.806959,-0.28016,0.193041,0.7801600000000001,1.64658,2.8148799999999996,15.0,-3.0,2.0,-0.7515489999999999,1.9931990000000002
ITA-Serie A,2526,2026-04-19,Verona,Milan,,,,,,1533.97607422,1833.3190918,-299.3430175799999,1.0,2.0,-0.0783843,-0.12861632500000014,0.0783843,0.37861632499999986,1.26143,1.4078255,15.0,3.0,7.0,-0.35768999999999984,-0.705124,3.35769,2.371790666666666,0.440526,0.9192853333333332,15.0,-2.0,-5.0,-0.36214169999999996,-2.09626
ITA-Serie A,2526,2026-04-19,Cremonese,Torino,,,,,,1557.72375488,1630.54516602,-72.82141114000001,0.0,1.0,0.08519399999999999,-0.4306442499999999,0.914806,0.6806442500000001,3.12119,1.7926210000000002,15.0,1.0,4.0,0.9865999999999999,-0.30446925,1.0134,1.0544692500000001,1.27203,1.730321,15.0,-1.0,-3.0,-0.357224,2.1077899999999996
ESP-La Liga,2526,2026-04-22,Ath Bilbao,Osasuna,,,,,,1690.70043945,1668.7401123,21.96032715000001,3.0,4.0,1.2262300000000002,0.03436650000000058,2.77377,1.9656335000000003,0.615311,1.68649025,3.0,3.0,10.0,0.9974700000000001,0.8313966666666669,1.00253,1.5019366666666667,2.0351,1.205264,3.0,0.0,-6.0,0.7386699999999999,-0.38721899999999987
ESP-La Liga,2526,2026-04-22,Barcelona,Celta,,,,,,1938.57006836,1687.43505859,251.13500977000007,3.0,9.0,0.5183200000000001,-2.1708266666666667,2.48168,4.504160000000001,1.01087,1.136206666666667,3.0,0.0,4.0,-1.0351,-0.20646775000000028,2.0351,1.4564677499999998,1.00253,1.244169,3.0,3.0,5.0,1.47915,-1.02423
ESP-La Liga,2526,2026-04-22,Levante,Sevilla,,,,,,1583.8302002,1595.36975098,-11.5395507799999,0.0,4.0,1.3846889999999998,0.24301633333333336,0.615311,1.4236503333333335,2.77377,1.3406746666666658,3.0,1.0,5.0,0.04175300000000004,-0.032019250000000166,0.958247,1.5320192500000003,2.60199,2.2596974999999997,3.0,-1.0,-1.0,-1.9866789999999996,1.8155229999999998
ESP-La Liga,2526,2026-04-22,Mallorca,Valencia,,,,,,1621.03234863,1630.55126953,-9.518920900000012,0.0,6.0,-1.01087,-0.13413575000000008,1.01087,1.8841357500000002,2.48168,1.8580724999999998,3.0,0.0,6.0,-0.571838,-0.2437484999999998,0.571838,1.4937484999999997,1.04576,1.38964775,3.0,0.0,0.0,-0.03489000000000009,1.9098419999999998
ESP-La Liga,2526,2026-04-22,Oviedo,Villarreal,,,,,,1542.49707031,1735.04406738,-192.54699706999983,3.0,4.0,,,,,,,3.0,3.0,4.0,2.46075,0.8655969999999997,1.53925,1.134403,0.744747,1.500492333333333,3.0,0.0,0.0,,
ESP-La Liga,2526,2026-04-22,Real Madrid,Alaves,,,,,,1912.31481934,1600.39074707,311.9240722699999,3.0,12.0,0.95424,0.1203624999999997,1.04576,1.8796374999999999,0.571838,0.8453799999999998,3.0,0.0,6.0,-3.01162,-0.8037900000000001,3.01162,1.8037900000000002,1.7859,1.6369450000000003,3.0,3.0,6.0,-0.74014,-2.439782
ESP-La Liga,2526,2026-04-22,Elche,Ath Madrid,,,,,,1581.19250488,1830.80102539,-249.6085205100001,0.0,1.0,-0.08664000000000005,0.4901597499999998,1.08664,1.0098402499999999,1.7719,3.65576,3.0,0.0,7.0,-0.625525,-0.1100295,0.625525,1.1100295,0.839838,0.70721525,3.0,0.0,-6.0,0.24680200000000008,1.146375
