league,season,game,league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,home_goals,away_goals,home_xg,away_xg,is_result,has_data,url
ITA-Serie A,1415,2014-09-28 Genoa-Sampdoria,2,2014,5146,2014-09-28 19:45:00,101,102,Genoa,Sampdoria,SAM,GEN,0,1,0.203654,0.252545,True,True,https://understat.com/match/5146
ITA-Serie A,1415,2014-09-28 Inter-Cagliari,2,2014,5145,2014-09-28 14:00:00,106,116,Inter,Cagliari,CAG,INT,1,4,1.30307,3.32315,True,True,https://understat.com/match/5145
ITA-Serie A,1415,2014-09-28 Sassuolo-Napoli,2,2014,5141,2014-09-28 11:30:00,104,105,Sassuolo,Napoli,NAP,SAS,0,1,0.759409,1.39971,True,True,https://understat.com/match/5141
ITA-Serie A,1415,2014-09-28 Torino-Fiorentina,2,2014,5142,2014-09-28 14:00:00,113,110,Torino,Fiorentina,FIO,TOR,1,1,1.04433,1.37293,True,True,https://understat.com/match/5142
ITA-Serie A,1415,2014-09-29 Palermo-Lazio,2,2014,5148,2014-09-29 20:00:00,100,96,Palermo,Lazio,LAZ,PAL,0,4,1.5751,2.43959,True,True,https://understat.com/match/5148
ITA-Serie A,1415,2014-09-29 Udinese-Parma,2,2014,5147,2014-09-29 18:00:00,99,204,Udinese,Parma,PAR,UDI,4,2,1.05537,1.86017,True,True,https://understat.com/match/5147
ITA-Serie A,1415,2014-10-04 AC Milan-Chievo,2,2014,5070,2014-10-04 19:45:00,111,109,AC Milan,Chievo,CHI,MIL,2,0,1.60095,0.552252,True,True,https://understat.com/match/5070
ITA-Serie A,1415,2014-10-04 Verona-Cagliari,2,2014,5069,2014-10-04 17:00:00,94,116,Verona,Cagliari,CAG,VER,1,0,0.962968,2.01475,True,True,https://understat.com/match/5069
ITA-Serie A,1415,2014-10-05 Empoli-Palermo,2,2014,5071,2014-10-05 11:30:00,108,100,Empoli,Palermo,PAL,EMP,3,0,1.99387,0.319965,True,True,https://understat.com/match/5071
ITA-Serie A,1415,2014-10-05 Fiorentina-Inter,2,2014,5077,2014-10-05 19:45:00,110,106,Fiorentina,Inter,INT,FIO,3,0,2.12016,0.617229,True,True,https://understat.com/match/5077
ITA-Serie A,1415,2014-10-05 Juventus-Roma,2,2014,5076,2014-10-05 17:00:00,98,95,Juventus,Roma,ROM,JUV,3,2,3.04854,1.76638,True,True,https://understat.com/match/5076
ITA-Serie A,1415,2014-10-05 Lazio-Sassuolo,2,2014,5075,2014-10-05 14:00:00,96,104,Lazio,Sassuolo,SAS,LAZ,3,2,1.60341,1.67343,True,True,https://understat.com/match/5075
ITA-Serie A,1415,2014-10-05 Napoli-Torino,2,2014,5078,2014-10-05 19:45:00,105,113,Napoli,Torino,TOR,NAP,2,1,3.28365,0.414036,True,True,https://understat.com/match/5078
ITA-Serie A,1415,2014-10-05 Parma-Genoa,2,2014,5072,2014-10-05 14:00:00,204,101,Parma,Genoa,GEN,PAR,1,2,1.20463,1.77324,True,True,https://understat.com/match/5072
ITA-Serie A,1415,2014-10-05 Sampdoria-Atalanta,2,2014,5073,2014-10-05 14:00:00,102,107,Sampdoria,Atalanta,ATA,SAM,1,0,1.31389,0.586952,True,True,https://understat.com/match/5073
ITA-Serie A,1415,2014-10-05 Udinese-Cesena,2,2014,5074,2014-10-05 14:00:00,99,203,Udinese,Cesena,CES,UDI,1,1,0.836953,2.08506,True,True,https://understat.com/match/5074
ITA-Serie A,1415,2014-10-18 Roma-Chievo,2,2014,5079,2014-10-18 17:00:00,95,109,Roma,Chievo,CHI,ROM,3,0,1.39349,0.324071,True,True,https://understat.com/match/5079
ITA-Serie A,1415,2014-10-18 Sassuolo-Juventus,2,2014,5080,2014-10-18 19:45:00,104,98,Sassuolo,Juventus,JUV,SAS,1,1,0.761956,1.94022,True,True,https://understat.com/match/5080
ITA-Serie A,1415,2014-10-19 Atalanta-Parma,2,2014,5084,2014-10-19 14:00:00,107,204,Atalanta,Parma,PAR,ATA,1,0,1.37374,0.306658,True,True,https://understat.com/match/5084
ITA-Serie A,1415,2014-10-19 Cagliari-Sampdoria,2,2014,5085,2014-10-19 14:00:00,116,102,Cagliari,Sampdoria,SAM,CAG,2,2,1.51712,2.72172,True,True,https://understat.com/match/5085
ITA-Serie A,1415,2014-10-19 Fiorentina-Lazio,2,2014,5081,2014-10-19 11:30:00,110,96,Fiorentina,Lazio,LAZ,FIO,0,2,0.570608,1.86,True,True,https://understat.com/match/5081
ITA-Serie A,1415,2014-10-19 Inter-Napoli,2,2014,5087,2014-10-19 19:45:00,106,105,Inter,Napoli,NAP,INT,2,2,1.55031,1.09733,True,True,https://understat.com/match/5087
ITA-Serie A,1415,2014-10-19 Palermo-Cesena,2,2014,5082,2014-10-19 14:00:00,100,203,Palermo,Cesena,CES,PAL,2,1,0.995603,1.13078,True,True,https://understat.com/match/5082
ITA-Serie A,1415,2014-10-19 Torino-Udinese,2,2014,5086,2014-10-19 14:00:00,113,99,Torino,Udinese,UDI,TOR,1,0,1.39322,0.920075,True,True,https://understat.com/match/5086
ITA-Serie A,1415,2014-10-19 Verona-AC Milan,2,2014,5083,2014-10-19 14:00:00,94,111,Verona,AC Milan,MIL,VER,1,3,1.52745,2.17899,True,True,https://understat.com/match/5083
ITA-Serie A,1415,2014-10-20 Genoa-Empoli,2,2014,5088,2014-10-20 19:45:00,101,108,Genoa,Empoli,EMP,GEN,1,1,0.637598,1.57434,True,True,https://understat.com/match/5088
ITA-Serie A,1415,2014-10-25 Empoli-Cagliari,2,2014,5089,2014-10-25 14:00:00,108,116,Empoli,Cagliari,CAG,EMP,0,4,0.456529,1.4998,True,True,https://understat.com/match/5089
ITA-Serie A,1415,2014-10-25 Parma-Sassuolo,2,2014,5090,2014-10-25 17:00:00,204,104,Parma,Sassuolo,SAS,PAR,1,3,0.763954,1.64283,True,True,https://understat.com/match/5090
ITA-Serie A,1415,2014-10-25 Sampdoria-Roma,2,2014,5091,2014-10-25 19:45:00,102,95,Sampdoria,Roma,ROM,SAM,0,0,1.22488,1.23266,True,True,https://understat.com/match/5091
ITA-Serie A,1415,2014-10-26 AC Milan-Fiorentina,2,2014,5098,2014-10-26 19:45:00,111,110,AC Milan,Fiorentina,FIO,MIL,1,1,0.857287,0.359683,True,True,https://understat.com/match/5098
ITA-Serie A,1415,2014-10-26 Cesena-Inter,2,2014,5097,2014-10-26 17:00:00,203,106,Cesena,Inter,INT,CES,0,1,0.645724,2.06734,True,True,https://understat.com/match/5097
